Date,Open,High,Low,Close,Adj Close,Volume
2012-08-10,266.174988,269.950012,266.174988,536.799988,268.399994,1408166
2012-08-13,267.024994,271.924988,267.024994,542.900024,271.450012,1325534
2012-08-14,266.750000,276.000000,266.750000,550.549988,275.274994,1969298
2012-08-16,275.274994,279.475006,274.125000,558.049988,279.024994,1701976
2012-08-17,279.024994,279.975006,277.549988,557.349976,278.674988,1626444
2012-08-21,278.674988,279.500000,275.750000,557.750000,278.875000,2199358
2012-08-22,276.500000,278.049988,275.000000,553.099976,276.549988,1306256
2012-08-23,275.950012,281.000000,275.700012,559.349976,279.674988,2224592
2012-08-24,279.450012,279.450012,277.250000,557.400024,278.700012,630752
2012-08-27,277.625000,280.000000,277.325012,558.549988,279.274994,640998
2012-08-28,280.000000,280.875000,277.625000,557.500000,278.750000,1011784
2012-08-29,279.475006,279.950012,273.149994,547.549988,273.774994,1179124
2012-08-30,272.000000,277.225006,270.125000,546.549988,273.274994,5430654
2012-08-31,271.399994,274.225006,270.299988,544.400024,272.200012,1546930
2012-09-03,270.799988,278.450012,269.500000,555.549988,277.774994,1214856
2012-09-04,275.524994,283.799988,274.375000,561.500000,280.750000,1692486
2012-09-05,280.500000,283.325012,277.049988,562.049988,281.024994,1794782
2012-09-06,279.024994,285.975006,279.024994,568.549988,284.274994,2907358
2012-09-07,286.000000,290.375000,285.950012,577.000000,288.500000,4287240
2012-09-10,288.500000,288.500000,284.549988,573.700012,286.850006,1548376
2012-09-11,286.950012,288.750000,285.174988,576.950012,288.475006,1346202
2012-09-12,288.049988,292.325012,287.850006,582.250000,291.125000,2198430
2012-09-13,289.649994,295.825012,289.649994,587.799988,293.899994,3392874
2012-09-14,295.000000,297.899994,289.500000,582.849976,291.424988,2920690
2012-09-17,292.500000,293.250000,281.799988,567.650024,283.825012,2571696
2012-09-18,284.049988,288.200012,281.450012,573.650024,286.825012,1618798
2012-09-20,286.825012,295.850006,282.500000,568.099976,284.049988,3137786
2012-09-21,286.200012,287.850006,282.799988,569.849976,284.924988,1958826
2012-09-24,286.750000,286.750000,273.750000,558.700012,279.350006,3649166
2012-09-25,281.200012,286.299988,274.500000,565.299988,282.649994,1770022
2012-09-26,281.500000,285.000000,279.024994,568.849976,284.424988,1454694
2012-09-27,282.575012,294.450012,282.575012,583.450012,291.725006,8664790
2012-09-28,293.725006,293.725006,286.274994,577.450012,288.725006,1634572
2012-10-01,287.000000,291.575012,286.049988,581.150024,290.575012,5229898
2012-10-03,290.575012,296.450012,290.575012,591.349976,295.674988,9668742
2012-10-04,296.000000,298.799988,292.174988,589.049988,294.524994,6179778
2012-10-05,295.000000,296.000000,267.149994,573.549988,286.774994,3491864
2012-10-08,289.000000,289.524994,278.375000,558.750000,279.375000,774220
2012-10-09,280.075012,282.700012,278.375000,560.750000,280.375000,1839788
2012-10-10,280.899994,287.375000,280.500000,565.299988,282.649994,2175846
2012-10-11,284.475006,290.200012,281.750000,576.849976,288.424988,1367502
2012-10-12,285.500000,293.299988,283.549988,581.650024,290.825012,3083132
2012-10-15,292.174988,294.750000,290.000000,583.700012,291.850006,1365678
2012-10-16,292.500000,295.450012,289.424988,584.500000,292.250000,1500478
2012-10-17,299.500000,303.450012,288.774994,580.549988,290.274994,8348410
2012-10-18,291.000000,302.000000,290.850006,601.000000,300.500000,5146482
2012-10-19,299.000000,304.174988,294.625000,605.349976,302.674988,3822300
2012-10-22,302.500000,306.725006,299.975006,611.150024,305.575012,2158920
2012-10-23,306.500000,306.500000,301.375000,608.700012,304.350006,1115728
2012-10-25,304.350006,309.774994,302.500000,609.250000,304.625000,2427564
2012-10-29,304.625000,307.000000,303.000000,610.000000,305.000000,1060870
2012-10-30,304.975006,308.000000,301.200012,606.400024,303.200012,1375104
2012-10-31,303.024994,305.950012,301.500000,608.000000,304.000000,1019678
2012-11-01,306.000000,306.725006,302.625000,608.099976,304.049988,1102962
2012-11-02,305.500000,310.450012,305.500000,614.200012,307.100006,1651548
2012-11-05,307.149994,308.399994,305.600006,613.849976,306.924988,792260
2012-11-06,306.524994,308.424988,303.350006,608.400024,304.200012,1373340
2012-11-07,303.524994,310.225006,303.524994,616.150024,308.075012,997664
2012-11-08,306.049988,309.950012,306.000000,618.500000,309.250000,660952
2012-11-09,308.000000,308.950012,305.649994,614.700012,307.350006,435752
2012-11-12,307.375000,311.424988,305.625000,620.000000,310.000000,871772
2012-11-15,310.000000,316.225006,306.024994,620.650024,310.325012,4779688
2012-11-16,312.000000,312.000000,302.524994,607.750000,303.875000,1982592
2012-11-19,304.500000,309.049988,301.000000,615.849976,307.924988,1444336
2012-11-20,307.924988,309.950012,303.075012,613.650024,306.825012,1341158
2012-11-21,309.250000,309.500000,304.075012,617.500000,308.750000,2380046
2012-11-22,307.899994,314.500000,307.899994,627.299988,313.649994,1759654
2012-11-23,315.000000,319.875000,314.450012,636.450012,318.225006,3492684
2012-11-26,319.924988,323.049988,317.575012,639.950012,319.975006,2868314
2012-11-27,320.600006,323.399994,319.524994,642.900024,321.450012,2159758
2012-11-29,321.450012,325.000000,317.899994,638.799988,319.399994,3604788
2012-11-30,320.000000,330.475006,315.774994,656.500000,328.250000,20755562
2012-12-03,327.450012,328.000000,323.274994,647.849976,323.924988,1993544
2012-12-04,324.149994,325.000000,319.875000,648.200012,324.100006,1639436
2012-12-05,325.100006,326.000000,317.500000,639.000000,319.500000,1887628
2012-12-06,320.000000,321.000000,308.100006,625.450012,312.725006,1773528
2012-12-07,312.500000,313.975006,305.500000,614.049988,307.024994,2570400
2012-12-10,305.500000,312.500000,305.500000,621.349976,310.674988,1153586
2012-12-11,309.075012,313.375000,304.024994,614.349976,307.174988,1631586
2012-12-12,307.600006,315.000000,306.524994,616.299988,308.149994,2853554
2012-12-13,311.000000,313.350006,308.774994,621.150024,310.575012,1774526
2012-12-14,311.000000,316.975006,311.000000,630.900024,315.450012,1630030
2012-12-17,313.750000,318.350006,313.750000,632.950012,316.475006,2093676
2012-12-18,317.125000,318.750000,311.924988,632.750000,316.375000,1055448
2012-12-19,317.524994,321.500000,316.450012,641.450012,320.725006,2083796
2012-12-20,322.350006,323.725006,317.799988,639.500000,319.750000,860846
2012-12-21,319.250000,319.250000,313.125000,629.950012,314.975006,897550
2012-12-24,316.250000,320.750000,313.674988,636.450012,318.225006,600220
2012-12-26,318.225006,320.950012,316.500000,634.450012,317.225006,648958
2012-12-27,318.750000,318.750000,310.575012,625.299988,312.649994,1653026
2012-12-28,313.500000,317.399994,311.000000,626.299988,313.149994,719344
2012-12-31,312.950012,314.450012,308.000000,618.700012,309.350006,1030998
2013-01-01,312.450012,313.950012,309.924988,622.150024,311.075012,611590
2013-01-02,313.000000,313.424988,310.424988,625.250000,312.625000,1161158
2013-01-03,315.000000,316.000000,312.024994,625.950012,312.975006,2020542
2013-01-04,314.125000,318.200012,313.500000,634.049988,317.024994,2202940
2013-01-07,319.500000,319.500000,313.049988,627.900024,313.950012,602976
2013-01-08,313.475006,317.774994,312.350006,634.700012,317.350006,1290466
2013-01-09,317.000000,321.424988,316.325012,635.849976,317.924988,1279630
2013-01-10,319.250000,325.850006,318.549988,641.599976,320.799988,1682064
2013-01-11,327.000000,328.725006,321.549988,644.849976,322.424988,3414296
2013-01-14,325.000000,338.000000,324.200012,672.799988,336.399994,6051206
2013-01-15,338.500000,340.600006,331.125000,664.099976,332.049988,2093382
2013-01-16,333.250000,340.475006,329.200012,673.799988,336.899994,5330426
2013-01-17,351.000000,360.649994,344.799988,704.000000,352.000000,14793440
2013-01-18,350.500000,358.375000,350.250000,705.650024,352.825012,4455700
2013-01-21,350.075012,359.024994,348.750000,715.200012,357.600006,2261614
2013-01-22,358.000000,358.000000,347.325012,697.650024,348.825012,1371218
2013-01-23,350.000000,351.975006,332.125000,676.400024,338.200012,5799206
2013-01-24,338.450012,341.500000,331.750000,666.349976,333.174988,2367698
2013-01-25,335.850006,342.250000,332.125000,681.049988,340.524994,2648430
2013-01-28,339.500000,352.000000,339.500000,696.599976,348.299988,3729948
2013-01-29,348.250000,351.450012,343.850006,691.900024,345.950012,2817338
2013-01-30,347.399994,349.950012,342.625000,689.000000,344.500000,2408528
2013-01-31,344.850006,351.350006,340.049988,688.000000,344.000000,4946902
2013-02-01,344.975006,348.450012,341.075012,687.950012,343.975006,1438378
2013-02-04,343.975006,346.250000,340.000000,682.200012,341.100006,1254650
2013-02-05,338.125000,340.750000,334.250000,671.099976,335.549988,1966844
2013-02-06,338.350006,338.649994,334.649994,670.049988,335.024994,5683888
2013-02-07,334.225006,335.950012,332.799988,668.750000,334.375000,2067638
2013-02-08,335.000000,338.125000,333.149994,670.200012,335.100006,3104364
2013-02-11,337.000000,337.000000,326.000000,659.500000,329.750000,8880306
2013-02-12,330.000000,340.174988,326.975006,678.500000,339.250000,2474342
2013-02-13,341.000000,357.149994,340.975006,709.349976,354.674988,5717308
2013-02-14,355.000000,359.500000,350.725006,708.250000,354.125000,4698870
2013-02-15,353.250000,354.000000,346.274994,697.000000,348.500000,2505966
2013-02-18,348.750000,351.725006,344.125000,691.200012,345.600006,1912548
2013-02-19,346.000000,354.350006,344.625000,705.500000,352.750000,1310260
2013-02-20,351.000000,363.350006,349.850006,722.849976,361.424988,7647062
2013-02-21,358.649994,366.225006,358.625000,720.200012,360.100006,4035272
2013-02-22,358.774994,364.000000,357.500000,720.250000,360.125000,2424152
2013-02-25,360.750000,367.475006,358.575012,733.549988,366.774994,1713666
2013-02-26,367.500000,368.299988,362.274994,726.700012,363.350006,2035082
2013-02-27,364.000000,365.500000,355.649994,719.799988,359.899994,1355942
2013-02-28,360.625000,365.600006,359.950012,723.400024,361.700012,2875956
2013-03-01,361.049988,364.774994,358.100006,722.450012,361.225006,2092662
2013-03-04,358.174988,364.500000,355.799988,715.450012,357.725006,1855128
2013-03-05,357.524994,374.399994,357.524994,745.650024,372.825012,3982024
2013-03-06,374.000000,378.975006,373.299988,756.299988,378.149994,2092988
2013-03-07,377.774994,386.975006,377.774994,771.400024,385.700012,3944626
2013-03-08,386.524994,391.475006,383.799988,773.150024,386.575012,6361944
2013-03-11,385.524994,392.950012,385.524994,782.900024,391.450012,5066526
2013-03-12,390.200012,390.750000,383.350006,773.450012,386.725006,2361088
2013-03-13,385.000000,391.799988,384.674988,778.599976,389.299988,3054550
2013-03-14,390.000000,398.049988,386.575012,791.549988,395.774994,2781678
2013-03-15,396.500000,401.700012,395.149994,791.950012,395.975006,2642854
2013-03-18,393.600006,402.750000,393.024994,802.049988,401.024994,2967396
2013-03-19,400.325012,400.950012,390.174988,781.549988,390.774994,3248682
2013-03-20,390.549988,392.149994,384.549988,774.200012,387.100006,5001258
2013-03-21,387.250000,392.049988,385.500000,773.099976,386.549988,2306010
2013-03-22,384.149994,387.950012,381.575012,767.950012,383.975006,2258294
2013-03-25,385.500000,386.274994,380.000000,767.099976,383.549988,2608028
2013-03-26,384.825012,389.450012,384.049988,775.400024,387.700012,1793296
2013-03-28,387.700012,402.500000,387.700012,795.000000,397.500000,12234418
2013-04-01,397.500000,400.000000,391.125000,788.500000,394.250000,810296
2013-04-02,396.375000,399.399994,393.700012,795.849976,397.924988,1496388
2013-04-03,400.500000,403.625000,388.299988,780.549988,390.274994,2091452
2013-04-04,387.450012,388.299988,369.649994,745.500000,372.750000,3285122
2013-04-05,371.125000,382.399994,371.125000,756.950012,378.475006,2671716
2013-04-08,378.475006,383.500000,370.549988,745.349976,372.674988,1505430
2013-04-09,375.625000,377.399994,369.299988,740.500000,370.250000,2253782
2013-04-10,371.000000,385.875000,368.250000,765.000000,382.500000,1898240
2013-04-11,384.899994,396.850006,383.500000,790.700012,395.350006,2612044
2013-04-12,379.500000,390.649994,379.375000,776.099976,388.049988,4798608
2013-04-15,387.500000,392.000000,381.625000,764.950012,382.475006,4912316
2013-04-16,379.950012,385.225006,378.850006,762.799988,381.399994,3669770
2013-04-17,402.600006,405.000000,372.524994,751.299988,375.649994,14111174
2013-04-18,378.399994,384.000000,365.325012,736.250000,368.125000,4782794
2013-04-22,368.125000,372.000000,358.125000,721.150024,360.575012,5820500
2013-04-23,362.399994,368.875000,360.799988,732.150024,366.075012,4459884
2013-04-25,366.075012,367.500000,357.174988,719.049988,359.524994,3991128
2013-04-26,358.649994,358.649994,338.825012,684.250000,342.125000,7329630
2013-04-29,341.524994,351.424988,336.475006,700.799988,350.399994,3670488
2013-04-30,349.625000,362.200012,349.625000,721.400024,360.700012,3693488
2013-05-02,360.700012,375.600006,360.700012,735.750000,367.875000,6741812
2013-05-03,370.500000,378.350006,370.000000,750.450012,375.225006,4791040
2013-05-06,376.500000,384.500000,374.000000,750.000000,375.000000,3423508
2013-05-07,377.500000,380.000000,371.700012,753.500000,376.750000,3552282
2013-05-08,377.500000,379.700012,374.625000,750.900024,375.450012,2258176
2013-05-09,377.250000,391.799988,376.500000,770.150024,385.075012,4364514
2013-05-10,386.750000,390.450012,385.500000,774.900024,387.450012,2928598
2013-05-13,388.250000,388.350006,376.924988,758.400024,379.200012,1870518
2013-05-14,381.000000,382.250000,368.049988,745.099976,372.549988,2891938
2013-05-15,373.024994,377.500000,369.500000,745.549988,372.774994,3317168
2013-05-16,373.899994,374.575012,367.500000,738.900024,369.450012,1748252
2013-05-17,369.700012,374.700012,358.325012,719.950012,359.975006,3201794
2013-05-20,361.049988,367.450012,360.125000,727.799988,363.899994,1632742
2013-05-21,366.000000,371.725006,365.149994,736.650024,368.325012,2111190
2013-05-22,369.500000,376.500000,369.000000,743.650024,371.825012,2173788
2013-05-23,374.000000,375.475006,365.500000,736.849976,368.424988,2410504
2013-05-24,369.149994,373.975006,365.500000,737.549988,368.774994,1455226
2013-05-27,368.125000,374.700012,366.075012,741.700012,370.850006,1288452
2013-05-28,372.875000,373.500000,368.100006,744.849976,372.424988,1450574
2013-05-29,373.750000,379.899994,372.325012,747.500000,373.750000,2135066
2013-05-30,372.975006,375.649994,367.649994,742.000000,371.000000,2138684
2013-05-31,373.000000,375.700012,370.024994,744.849976,372.424988,2525624
2013-06-03,375.850006,375.850006,367.549988,742.150024,371.075012,1424494
2013-06-04,373.000000,373.000000,365.750000,735.599976,367.799988,974164
2013-06-05,369.424988,369.424988,360.600006,726.799988,363.399994,919602
2013-06-06,361.500000,374.750000,360.500000,747.650024,373.825012,1691072
2013-06-07,370.500000,376.950012,370.500000,744.200012,372.100006,1856680
2013-06-10,374.500000,378.225006,372.625000,753.450012,376.725006,3711146
2013-06-11,378.100006,386.350006,375.000000,755.700012,377.850006,3181500
2013-06-12,376.950012,384.850006,376.250000,763.650024,381.825012,2245040
2013-06-13,382.450012,383.375000,376.375000,757.549988,378.774994,3195872
2013-06-14,382.399994,383.225006,374.524994,763.700012,381.850006,1916404
2013-06-17,381.000000,389.450012,378.274994,776.299988,388.149994,2124370
2013-06-18,388.350006,390.799988,385.725006,779.799988,389.899994,1982550
2013-06-19,390.000000,391.375000,388.049988,779.750000,389.875000,2015196
2013-06-20,388.500000,388.500000,379.250000,759.849976,379.924988,1576210
2013-06-21,380.000000,383.200012,375.000000,758.750000,379.375000,1498196
2013-06-24,380.500000,383.649994,377.174988,760.750000,380.375000,1732330
2013-06-25,379.000000,383.500000,372.500000,751.049988,375.524994,1711298
2013-06-26,376.500000,386.000000,372.500000,767.049988,383.524994,1756472
2013-06-27,387.475006,400.000000,386.299988,795.400024,397.700012,3848470
2013-06-28,400.000000,400.000000,384.950012,776.000000,388.000000,3284160
2013-07-01,389.950012,389.950012,377.899994,758.400024,379.200012,1371284
2013-07-02,381.000000,386.350006,380.000000,766.099976,383.049988,1231948
2013-07-03,381.024994,388.000000,378.325012,767.700012,383.850006,1633440
2013-07-04,383.024994,401.000000,383.024994,799.750000,399.875000,3441860
2013-07-05,400.549988,403.500000,396.100006,795.650024,397.825012,1445252
2013-07-08,401.350006,410.799988,399.524994,818.799988,409.399994,2295638
2013-07-09,408.250000,414.075012,407.500000,822.750000,411.375000,1756908
2013-07-10,411.375000,422.000000,411.000000,839.599976,419.799988,2063596
2013-07-11,421.000000,424.500000,416.200012,840.650024,420.325012,1746506
2013-07-12,425.000000,432.625000,423.674988,862.599976,431.299988,2426814
2013-07-15,430.250000,441.475006,430.250000,875.250000,437.625000,1893242
2013-07-16,432.000000,442.450012,431.250000,877.000000,438.500000,1549062
2013-07-17,436.700012,444.350006,436.649994,875.250000,437.625000,1660756
2013-07-18,439.450012,439.450012,427.750000,858.849976,429.424988,2121144
2013-07-19,433.399994,453.450012,433.399994,892.250000,446.125000,4768540
2013-07-22,447.500000,449.750000,438.424988,890.250000,445.125000,1925832
2013-07-23,445.625000,452.924988,445.625000,900.450012,450.225006,2465650
2013-07-24,447.299988,453.975006,445.024994,900.099976,450.049988,1545034
2013-07-25,450.000000,456.450012,446.500000,902.400024,451.200012,2121722
2013-07-26,454.799988,459.450012,450.899994,903.799988,451.899994,2647718
2013-07-29,452.500000,453.850006,446.174988,896.799988,448.399994,1913768
2013-07-30,453.500000,457.475006,451.000000,905.650024,452.825012,3111148
2013-07-31,459.000000,474.950012,438.500000,937.549988,468.774994,8083686
2013-08-01,475.500000,475.750000,463.274994,930.700012,465.350006,3181898
2013-08-02,466.500000,474.725006,463.200012,935.950012,467.975006,2764360
2013-08-05,468.125000,480.500000,468.125000,949.650024,474.825012,2001988
2013-08-06,474.500000,480.000000,470.024994,944.450012,472.225006,1884744
2013-08-07,476.000000,478.000000,449.424988,906.599976,453.299988,2830518
2013-08-08,449.000000,455.174988,441.750000,905.900024,452.950012,2653792
2013-08-12,452.950012,468.000000,451.524994,933.349976,466.674988,2295722
2013-08-13,469.000000,475.850006,467.500000,940.599976,470.299988,1862652
2013-08-14,472.475006,473.450012,456.424988,920.200012,460.100006,2948756
2013-08-16,460.100006,470.475006,453.000000,921.000000,460.500000,4200692
2013-08-19,464.500000,468.725006,457.375000,931.450012,465.725006,2979624
2013-08-20,467.200012,467.200012,446.325012,899.150024,449.575012,2595508
2013-08-21,446.825012,456.899994,440.649994,885.900024,442.950012,2606762
2013-08-22,441.049988,453.325012,435.850006,902.349976,451.174988,2366998
2013-08-23,450.524994,476.500000,449.299988,946.349976,473.174988,3951114
2013-08-26,470.325012,483.250000,469.299988,944.549988,472.274994,2596152
2013-08-27,470.000000,480.475006,470.000000,947.700012,473.850006,1579588
2013-08-28,471.500000,492.450012,471.424988,980.150024,490.075012,3280796
2013-08-29,490.500000,513.075012,485.174988,1017.650024,508.825012,4629334
2013-08-30,505.799988,522.450012,504.950012,1040.449951,520.224976,3024524
2013-09-02,515.000000,525.000000,515.000000,1038.349976,519.174988,1965680
2013-09-03,520.000000,523.400024,510.000000,1023.849976,511.924988,2359126
2013-09-04,512.400024,525.424988,507.500000,1039.300049,519.650024,3494070
2013-09-05,521.099976,522.349976,505.549988,1019.900024,509.950012,2884166
2013-09-06,508.000000,520.674988,501.549988,1016.950012,508.475006,2740694
2013-09-10,508.475006,536.474976,505.600006,1062.650024,531.325012,4005880
2013-09-11,534.974976,540.625000,525.750000,1066.550049,533.275024,2088426
2013-09-12,537.750000,540.924988,527.549988,1074.349976,537.174988,2886632
2013-09-13,537.174988,540.049988,519.174988,1045.750000,522.875000,3145154
2013-09-16,526.424988,527.000000,492.125000,996.400024,498.200012,5023134
2013-09-17,500.625000,519.900024,500.500000,1037.150024,518.575012,1812802
2013-09-18,525.000000,525.000000,509.174988,1028.800049,514.400024,1862988
2013-09-19,514.500000,518.924988,498.049988,1024.000000,512.000000,2623740
2013-09-20,519.900024,533.799988,514.799988,1061.800049,530.900024,2066824
2013-09-23,528.250000,549.625000,528.250000,1091.000000,545.500000,2998654
2013-09-24,542.299988,551.974976,534.275024,1072.599976,536.299988,2862742
2013-09-25,537.525024,540.474976,526.799988,1063.000000,531.500000,2507858
2013-09-26,532.775024,534.700012,522.099976,1052.250000,526.125000,3190220
2013-09-27,524.700012,542.000000,522.500000,1072.750000,536.375000,2007316
2013-09-30,537.950012,552.000000,536.000000,1087.199951,543.599976,2627178
2013-10-01,542.750000,545.000000,531.924988,1071.099976,535.549988,1025872
2013-10-03,535.549988,557.875000,535.549988,1104.599976,552.299988,4143956
2013-10-04,550.625000,559.750000,546.200012,1096.800049,548.400024,2698722
2013-10-07,550.150024,564.775024,550.000000,1119.349976,559.674988,2947852
2013-10-08,559.974976,559.974976,551.700012,1106.650024,553.325012,1272392
2013-10-09,553.049988,562.000000,550.275024,1111.800049,555.900024,2563278
2013-10-10,555.900024,565.000000,555.900024,1117.650024,558.825012,2903410
2013-10-11,567.500000,584.200012,559.250000,1157.449951,578.724976,5467492
2013-10-14,582.500000,584.000000,577.599976,1159.849976,579.924988,3209702
2013-10-15,588.000000,589.224976,578.375000,1161.150024,580.575012,2789670
2013-10-17,580.575012,584.150024,538.525024,1083.050049,541.525024,8060804
2013-10-18,541.500000,554.700012,535.549988,1102.599976,551.299988,3910048
2013-10-21,553.000000,557.099976,526.150024,1084.099976,542.049988,4490738
2013-10-22,548.250000,558.250000,542.650024,1108.900024,554.450012,2536510
2013-10-23,559.900024,559.950012,537.549988,1106.650024,553.325012,2010728
2013-10-24,550.500000,555.000000,524.500000,1054.650024,527.325012,3605224
2013-10-25,522.450012,543.950012,521.174988,1078.750000,539.375000,3054960
2013-10-28,535.500000,542.150024,529.000000,1062.849976,531.424988,1769818
2013-10-29,532.549988,542.400024,532.400024,1080.599976,540.299988,2261806
2013-10-30,542.000000,547.200012,532.049988,1085.949951,542.974976,1854732
2013-10-31,548.000000,555.799988,543.075012,1095.349976,547.674988,3747244
2013-11-01,548.375000,559.950012,548.049988,1103.099976,551.549988,2606228
2013-11-05,551.549988,554.900024,541.025024,1101.000000,550.500000,1585574
2013-11-06,550.500000,555.849976,539.450012,1083.050049,541.525024,2039256
2013-11-07,546.950012,561.700012,545.200012,1103.099976,551.549988,1986424
2013-11-08,551.250000,566.250000,550.125000,1114.300049,557.150024,2297154
2013-11-11,557.500000,568.950012,548.349976,1102.000000,551.000000,1680296
2013-11-12,553.000000,560.250000,546.650024,1097.400024,548.700012,2256384
2013-11-13,545.000000,556.000000,545.000000,1096.150024,548.075012,1527346
2013-11-14,544.674988,551.875000,538.775024,1084.599976,542.299988,1290316
2013-11-18,542.299988,557.174988,534.349976,1096.300049,548.150024,1962534
2013-11-19,551.750000,557.000000,549.250000,1102.699951,551.349976,1972614
2013-11-20,554.750000,557.775024,541.275024,1086.900024,543.450012,1076604
2013-11-21,546.200012,548.750000,528.875000,1061.900024,530.950012,1520518
2013-11-22,530.049988,533.674988,524.200012,1050.250000,525.125000,2199418
2013-11-25,521.500000,534.750000,521.500000,1053.000000,526.500000,1699176
2013-11-26,523.500000,534.224976,522.000000,1059.750000,529.875000,3000204
2013-11-27,530.049988,536.000000,527.750000,1058.550049,529.275024,1413216
2013-11-28,532.500000,537.200012,528.799988,1062.150024,531.075012,1829348
2013-11-29,531.250000,547.125000,531.250000,1086.000000,543.000000,1801242
2013-12-02,541.200012,570.000000,541.200012,1132.750000,566.375000,2257784
2013-12-03,565.000000,570.000000,555.549988,1118.400024,559.200012,1876990
